"","area","persona","Sexo","Edad","RelacionParentezco","Seguro_social","Estado_civil","Asiste_clases","Nivelinstruccion","Sabe_leer_escribir","Obtuvo_titulo","Autoidentificacion","Trabja","Actividad_hogar","Razon_notrabajo","Razon_covid","Horas_trabajo_semanal","Condicion_inactividad","Categoria_ocupacion","Tipo_trabajo","Años_trabajo","Numero_trabajo","Horas_trabajo_principal","Forma_Seguridad_social","Ingreso_transacciones_capital","Ingresos_jubilacion","Donaciones","Remesas","Recibe_Bono_DDHH","Monto_Bono_DDHH","Recibe_Bono_Discapacidad","Monto_Bono_Discapacidad","IngresoLaboral","Principal_motivo_desempleo","Condicion_actividad","Empleo","Desempleo","Sectores_empleados","Grupo_ocupacion","Rama_actividad","Nivel_instruccion","Categorias_edad","Ingreso_laboral","Ingresos_totales"
"7539"," Rural ",1," Hombre ",45," Jefe "," IESS, seguro  campesino "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",38,""," Cuenta Propia ","",25," Uno ",36," Seguro Campesino ",NA,NA,NA,NA," No ",NA," No ",NA,"220","","Otro empleo no pleno","Población con empleo","","Sector Formal","Trabajad. calificados agropecuarios y pesqueros","A. Agricultura, ganadería caza y silvicultura y pesca","Educación Básica","40-64",220,220
"7540"," Rural ",1," Hombre ",80," Jefe "," IESS, seguro  campesino "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," No "," Labores agrícolas, cuidado animales ","","",20,""," Cuenta Propia ","",55," Uno ",18," No aporta ",NA,100,NA,NA," No ",NA," No ",NA,"100","","Otro empleo no pleno","Población con empleo","","Sector Informal","Trabajad. calificados agropecuarios y pesqueros","A. Agricultura, ganadería caza y silvicultura y pesca","Educación Básica","65 y más",100,200
"7541"," Rural ",1," Mujer ",86," Jefe "," IESS, seguro general "," Viudo(a) "," No "," Primaria "," No ",""," Mestizo "," Si ","","","",16,""," Trabajador del hogar no remunerado ","",58," Uno ",14," No aporta ",NA,280,NA,NA," No ",NA," No ",NA,"","","Empleo no remunerado","Población con empleo","","Sector Informal","Trabajadores no calificados, ocupaciones elementales","A. Agricultura, ganadería caza y silvicultura y pesca","Educación Básica","65 y más",NA,280
"7542"," Rural ",1," Hombre ",47," Jefe "," Ninguno "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",49,""," Cuenta Propia ","",22," Uno ",47," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"300","","Otro empleo no pleno","Población con empleo","","Sector Formal","Operadores de instalac. máquinas y montad.","H. Transporte y almacenamiento","Educación Media/Bachillerato","40-64",300,300
"7543"," Rural ",1," Hombre ",56," Jefe "," IESS, seguro general "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",38,""," Patrono ","",14," Uno ",36," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"560","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Trabajad. de los servicios y comerciantes","R. Artes, entretenimiento y recreación","Educación Básica","40-64",560,560
"7544"," Rural ",1," Hombre ",74," Jefe "," Ninguno "," Viudo(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",24,""," Cuenta Propia ","",47," Uno ",22," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"70","","Otro empleo no pleno","Población con empleo","","Sector Informal","Trabajad. calificados agropecuarios y pesqueros","A. Agricultura, ganadería caza y silvicultura y pesca","Educación Básica","65 y más",70,70
"7545"," Rural ",1," Hombre ",50," Jefe "," Ninguno "," Divorciado(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",35,""," Cuenta Propia ","",11," Más de uno ",25," No aporta ",NA,NA,40,NA," No ",NA," No ",NA,"124","","Otro empleo no pleno","Población con empleo","","Sector Informal","Trabajad. calificados agropecuarios y pesqueros","A. Agricultura, ganadería caza y silvicultura y pesca","Educación Básica","40-64",124,164
"7546"," Rural ",1," Mujer ",55," Jefe "," Ninguno "," Soltero(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",13,""," Cuenta Propia ","",3," Más de uno ",8," No aporta ",NA,NA,50,NA," No ",NA," No ",NA,"105","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Trabajad. calificados agropecuarios y pesqueros","A. Agricultura, ganadería caza y silvicultura y pesca","Educación Básica","40-64",105,155
"7547"," Rural ",1," Hombre ",72," Jefe "," Ninguno "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Incapacitado ","","",NA,"",NA," No aporta ",NA,NA,NA,NA," Si ",100," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Básica","65 y más",NA,100
"7548"," Rural ",1," Hombre ",43," Jefe "," IESS, seguro general "," Casado(a) "," No "," Superior Universitario ",""," No "," Mestizo "," Si ","","","",46,""," Empleado privado "," Con contrato temporal, ocasional o eventual",1," Uno ",44," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"788","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Trabajadores no calificados, ocupaciones elementales","R. Artes, entretenimiento y recreación","Superior","40-64",788,788
"7549"," Rural ",1," Hombre ",83," Jefe "," Ninguno "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Incapacitado ","","",NA,"",NA," No aporta ",NA,NA,NA,NA," Si ",100," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Básica","65 y más",NA,100
"7550"," Rural ",1," Mujer ",35," Jefe "," ISSFA, ISSPOL "," Separado(a) "," No "," Secundaria ","",""," Mestizo "," No "," Labores agrícolas, cuidado animales ","","",24,""," Cuenta Propia ","",14," Uno ",22," No aporta ",NA,NA,200,NA," No ",NA," No ",NA,"60","","Otro empleo no pleno","Población con empleo","","Sector Informal","Trabajad. calificados agropecuarios y pesqueros","A. Agricultura, ganadería caza y silvicultura y pesca","Educación Media/Bachillerato","25-39",60,260
"7551"," Rural ",1," Hombre ",43," Jefe "," Ninguno "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",27,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",5," Uno ",25," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"340","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Formal","Oficiales operarios y artesanos","G. Comercio, reparación vehículos","Educación Básica","40-64",340,340
"7552"," Rural ",1," Hombre ",57," Jefe "," Ninguno "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",38,""," Cuenta Propia ","",14," Uno ",36," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"52","","Otro empleo no pleno","Población con empleo","","Sector Formal","Operadores de instalac. máquinas y montad.","G. Comercio, reparación vehículos","Educación Básica","40-64",52,52
"7553"," Rural ",1," Hombre ",40," Jefe "," Ninguno "," Unión libre "," No "," Superior Universitario ",""," Si "," Mestizo "," Si ","","","",38,""," Cuenta Propia ","",57," Uno ",36," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"288","","Subempleo por insuficiencia de ingresos","Población con empleo","","Sector Informal","Oficiales operarios y artesanos","C. Industrias manufactureras","Superior","40-64",288,288
"7554"," Rural ",1," Hombre ",74," Jefe "," Ninguno "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",9,""," Trabajador del hogar no remunerado ","",58," Uno ",8," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"","","Empleo no remunerado","Población con empleo","","Sector Informal","Trabajadores no calificados, ocupaciones elementales","A. Agricultura, ganadería caza y silvicultura y pesca","Educación Básica","65 y más",NA,NA
"7555"," Rural ",1," Hombre ",43," Jefe "," Ninguno "," Casado(a) "," No "," Primaria "," No ",""," Mestizo "," No "," No realizó ninguna actividad "," Enfermedad accidente "," Si ",27,""," Cuenta Propia ","",22," Uno ",25," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"95","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Trabajad. calificados agropecuarios y pesqueros","A. Agricultura, ganadería caza y silvicultura y pesca","Educación Básica","40-64",95,95
"7556"," Rural ",1," Hombre ",77," Jefe "," Ninguno "," Viudo(a) "," No "," Primaria "," Si ",""," Indígena "," No "," Labores agrícolas, cuidado animales ","","",38,""," Cuenta Propia ","",58," Uno ",36," No aporta ",NA,NA,60,NA," Si ",100," No ",NA,"Gasta mas de lo que gana","","Otro empleo no pleno","Población con empleo","","Sector Informal","Trabajad. calificados agropecuarios y pesqueros","A. Agricultura, ganadería caza y silvicultura y pesca","Educación Básica","65 y más",NA,160
"7557"," Rural ",1," Mujer ",79," Jefe "," Ninguno "," Soltero(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",17,""," Cuenta Propia ","",63," Uno ",15," No aporta ",NA,NA,20,NA," Si ",100," No ",NA,"26","","Otro empleo no pleno","Población con empleo","","Sector Informal","Trabajad. calificados agropecuarios y pesqueros","A. Agricultura, ganadería caza y silvicultura y pesca","Educación Básica","65 y más",26,146
"7558"," Rural ",1," Hombre ",86," Jefe "," Ninguno "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," No "," Labores agrícolas, cuidado animales ","","",10,""," Cuenta Propia ","",63," Uno ",9," No aporta ",NA,NA,30,NA," Si ",50," No ",NA,"10","","Otro empleo no pleno","Población con empleo","","Sector Informal","Trabajad. calificados agropecuarios y pesqueros","A. Agricultura, ganadería caza y silvicultura y pesca","Educación Básica","65 y más",10,90
"7559"," Rural ",1," Hombre ",71," Jefe "," Ninguno "," Casado(a) "," No "," Primaria "," Si ",""," Blanco "," No "," Labores agrícolas, cuidado animales ","","",16,""," Cuenta Propia ","",52," Uno ",14," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"Gasta mas de lo que gana","","Otro empleo no pleno","Población con empleo","","Sector Informal","Trabajad. calificados agropecuarios y pesqueros","A. Agricultura, ganadería caza y silvicultura y pesca","Educación Básica","65 y más",NA,NA
"7560"," Urbana ",1," Hombre ",43," Jefe "," Ninguno "," Casado(a) "," No "," Superior Universitario ",""," Si "," Mestizo "," Si ","","","",55,""," Cuenta Propia ","",35," Uno ",53," No aporta ",NA,NA,150,NA," No ",NA," No ",NA,"705","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Oficiales operarios y artesanos","C. Industrias manufactureras","Superior","40-64",705,855
"7561"," Urbana ",1," Hombre ",74," Jefe "," IESS, seguro general "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Jubilado pensión ","","",NA,"",NA," No aporta ",NA,700,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Media/Bachillerato","65 y más",NA,700
"7562"," Urbana ",1," Hombre ",62," Jefe "," IESS, seguro general "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",46,""," Cuenta Propia ","",14," Uno ",44," IESS General ",NA,NA,150,NA," No ",NA," No ",NA,"220","","Otro empleo no pleno","Población con empleo","","Sector Formal","Operadores de instalac. máquinas y montad.","H. Transporte y almacenamiento","Educación Básica","40-64",220,370
"7563"," Urbana ",1," Hombre ",54," Jefe "," IESS, seguro general voluntario "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",46,""," Cuenta Propia ","",46," Uno ",44," IESS Voluntario ",500,NA,NA,NA," No ",NA," No ",NA,"Gasta mas de lo que gana","","Otro empleo no pleno","Población con empleo","","Sector Informal","Trabajad. calificados agropecuarios y pesqueros","A. Agricultura, ganadería caza y silvicultura y pesca","Educación Media/Bachillerato","40-64",NA,500
"7564"," Urbana ",1," Hombre ",38," Jefe "," Ninguno "," Casado(a) "," No "," Superior Universitario ",""," No "," Mestizo "," Si ","","","",46,""," Cuenta Propia ","",8," Uno ",44," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"500","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Técnicos y profesionales de nivel medio","M. Actividades profesionales, científicas y técnicas","Superior","25-39",500,500
"7565"," Urbana ",1," Hombre ",64," Jefe "," Ninguno "," Divorciado(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",70,""," Cuenta Propia ","",21," Uno ",66," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"630","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Operadores de instalac. máquinas y montad.","H. Transporte y almacenamiento","Educación Básica","40-64",630,630
"7566"," Urbana ",1," Hombre ",83," Jefe "," IESS, seguro general "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Jubilado pensión ","","",NA,"",NA," No aporta ",NA,225,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Educación Básica","65 y más",NA,225
"7567"," Urbana ",1," Mujer ",36," Jefe "," Ninguno "," Soltero(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",10,""," Cuenta Propia ","",24," Uno ",9," No aporta ",NA,NA,100,NA," No ",NA," No ",NA,"80","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Trabajadores no calificados, ocupaciones elementales","G. Comercio, reparación vehículos","Educación Media/Bachillerato","25-39",80,180
"7568"," Urbana ",1," Hombre ",40," Jefe "," ISSFA, ISSPOL "," Casado(a) "," Si "," Superior Universitario ",""," No "," Mestizo "," Si ","","","",46,""," Empleado de gobierno ","Con nombramiento ",8," Uno ",44," Seguro del ISSFA o ISSPOL ",NA,NA,NA,NA," No ",NA," No ",NA,"1191","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Trabajad. de los servicios y comerciantes","O .Administración pública, defensa y seguridad social","Superior","40-64",1191,1191
"7569"," Urbana ",1," Hombre ",38," Jefe "," IESS, seguro general "," Casado(a) "," No "," Primaria "," Si ",""," Indígena "," Si ","","","",38,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",77," Uno ",36," IESS General ",NA,NA,150,NA," No ",NA," No ",NA,"555","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Trabajad. de los servicios y comerciantes","G. Comercio, reparación vehículos","Educación Básica","25-39",555,705
"7570"," Urbana ",1," Hombre ",39," Jefe "," IESS, seguro general voluntario "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",65,""," Cuenta Propia ","",1," Más de uno ",47," IESS Voluntario ",NA,NA,NA,NA," No ",NA," No ",NA,"70","","Otro empleo no pleno","Población con empleo","","Sector Formal","Trabajad. de los servicios y comerciantes","G. Comercio, reparación vehículos","Educación Media/Bachillerato","25-39",70,70
"7571"," Urbana ",1," Hombre ",74," Jefe "," IESS, seguro general "," Casado(a) "," No "," Superior no universitario ",""," Si "," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Jubilado pensión ","","",NA,"",NA," No aporta ",NA,600,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Superior","65 y más",NA,600
"7572"," Urbana ",1," Hombre ",46," Jefe "," Ninguno "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",60,""," Cuenta Propia ","",3," Uno ",58," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"325","","Otro empleo no pleno","Población con empleo","","Sector Formal","Operadores de instalac. máquinas y montad.","C. Industrias manufactureras","Educación Básica","40-64",325,325
"7573"," Urbana ",1," Hombre ",30," Jefe "," Ninguno "," Divorciado(a) "," No "," Secundaria ","",""," Mestizo "," No "," Labores agrícolas, cuidado animales ","","",9,""," Jornalero o peón "," Por jornal",2," Uno ",8," No aporta ",NA,NA,350,NA," No ",NA," No ",NA,"80","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Trabajadores no calificados, ocupaciones elementales","A. Agricultura, ganadería caza y silvicultura y pesca","Educación Media/Bachillerato","25-39",80,430
"7574"," Urbana ",1," Hombre ",45," Jefe "," IESS, seguro general "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",38,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",46," Uno ",36," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"660","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Trabajad. de los servicios y comerciantes","L. Actividades inmobiliarias","Educación Básica","40-64",660,660
"7575"," Urbana ",1," Mujer ",57," Jefe "," IESS, seguro general "," Separado(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",38,""," Empleado de gobierno ","Con nombramiento ",14," Uno ",36," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"900","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Empleados de oficina","O .Administración pública, defensa y seguridad social","Educación Media/Bachillerato","40-64",900,900
"7576"," Urbana ",1," Hombre ",27," Jefe "," ISSFA, ISSPOL "," Unión libre "," No "," Secundaria ","",""," Mestizo "," Si ","","","",60,""," Empleado de gobierno ","Con nombramiento ",2," Uno ",36," Seguro del ISSFA o ISSPOL ",NA,NA,NA,NA," No ",NA," No ",NA,"1220","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Trabajad. de los servicios y comerciantes","O .Administración pública, defensa y seguridad social","Educación Media/Bachillerato","25-39",1220,1220
"7577"," Urbana ",1," Mujer ",32," Jefe "," IESS, seguro general "," Soltero(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",21,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",24," Uno ",19," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"294","","Otro empleo no pleno","Población con empleo","","Sector Formal","Técnicos y profesionales de nivel medio","Q. Actividades, servicios sociales y de salud","Educación Media/Bachillerato","25-39",294,294
"7578"," Urbana ",1," Hombre ",44," Jefe "," Ninguno "," Casado(a) "," No "," Superior Universitario ",""," Si "," Otra"," Si ","","","",43,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",2," Uno ",41," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"2300","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Personal direct./admin. pública y empresas","B. Explotación de minas y canteras","Superior","40-64",2300,2300
"7579"," Urbana ",1," Mujer ",25," Jefe "," IESS, seguro general "," Separado(a) "," No "," Superior Universitario ",""," No "," Mestizo "," Si ","","","",38,""," Empleado privado ","Con contrato permanente / indefinido / estable o de planta",24," Uno ",36," IESS General ",NA,NA,400,NA," No ",NA," No ",NA,"573","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Empleados de oficina","K. Actividades financieras y de seguros","Superior","25-39",573,973
"7580"," Urbana ",1," Mujer ",72," Jefe "," IESS, seguro general "," Soltero(a) "," No "," Superior Universitario ",""," No "," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Jubilado pensión ","","",NA,"",NA," No aporta ",NA,1150,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Superior","65 y más",NA,1150
"7581"," Urbana ",1," Hombre ",65," Jefe "," IESS, seguro general "," Casado(a) "," No "," Post-grado ",""," Si "," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Rentista ","","",NA,"",NA," No aporta ",300,NA,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Superior","65 y más",NA,300
"7582"," Urbana ",1," Hombre ",31," Jefe "," ISSFA, ISSPOL "," Casado(a) "," Si "," Superior Universitario ",""," No "," Mestizo "," Si ","","","",54,""," Empleado de gobierno ","Con nombramiento ",80," Uno ",36," Seguro del ISSFA o ISSPOL ",NA,NA,NA,NA," No ",NA," No ",NA,"1400","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Trabajad. de los servicios y comerciantes","O .Administración pública, defensa y seguridad social","Superior","25-39",1400,1400
"7583"," Urbana ",1," Hombre ",47," Jefe "," Ninguno "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",46,""," Cuenta Propia ","",15," Uno ",44," No aporta ",300,NA,NA,NA," No ",NA," No ",NA,"300","","Otro empleo no pleno","Población con empleo","","Sector Formal","Trabajad. de los servicios y comerciantes","G. Comercio, reparación vehículos","Educación Básica","40-64",300,600
"7584"," Urbana ",1," Hombre ",32," Jefe "," IESS, seguro general "," Casado(a) "," No "," Superior Universitario ",""," Si "," Mestizo "," Si ","","","",60,""," Cuenta Propia ","",13," Uno ",58," IESS General ",NA,NA,120,NA," No ",NA," No ",NA,"530","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Operadores de instalac. máquinas y montad.","H. Transporte y almacenamiento","Superior","25-39",530,650
"7585"," Urbana ",1," Hombre ",60," Jefe "," IESS, seguro general "," Casado(a) "," No "," Superior Universitario ",""," Si "," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Jubilado pensión ","","",NA,"",NA," No aporta ",NA,1000,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Superior","40-64",NA,1000
"7586"," Urbana ",1," Mujer ",51," Jefe "," Ninguno "," Divorciado(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",49,""," Empleado(a) Doméstico(a) "," Con contrato temporal, ocasional o eventual",2," Uno ",47," No aporta ",NA,NA,120,NA," No ",NA," No ",NA,"240","","Otro empleo no pleno","Población con empleo","","Empleo Doméstico","Trabajadores no calificados, ocupaciones elementales","T  Actividades en hogares privados con servicio doméstico","Educación Básica","40-64",240,360
"7587"," Urbana ",1," Hombre ",42," Jefe "," IESS, seguro general voluntario "," Casado(a) "," No "," Superior Universitario ",""," No "," Mestizo "," Si ","","","",38,""," Cuenta Propia ","",5," Uno ",36," IESS Voluntario ",NA,NA,NA,NA," No ",NA," No ",NA,"300","","Otro empleo no pleno","Población con empleo","","Sector Formal","Oficiales operarios y artesanos","G. Comercio, reparación vehículos","Superior","40-64",300,300
"7588"," Urbana ",1," Hombre ",24," Jefe "," Ninguno "," Separado(a) "," No "," Educación  Media ","",""," Mestizo "," Si ","","","",43,""," Jornalero o peón "," Por jornal",13," Uno ",41," No aporta ",NA,NA,150,NA," No ",NA," No ",NA,"600","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Trabajadores no calificados, ocupaciones elementales","B. Explotación de minas y canteras","Educación Media/Bachillerato","18-24",600,750
"7589"," Urbana ",1," Mujer ",38," Jefe "," Ninguno "," Soltero(a) "," No "," Secundaria ","",""," Mestizo "," Si ","","","",16,""," Empleado privado "," Con contrato temporal, ocasional o eventual",24," Uno ",36," No aporta ",NA,NA,100,NA," Si ",50," No ",NA,"70","","Subempleo por insuficiencia de tiempo de trabajo","Población con empleo","","Sector Informal","Trabajadores no calificados, ocupaciones elementales","G. Comercio, reparación vehículos","Educación Básica","25-39",70,220
"7590"," Urbana ",1," Hombre ",48," Jefe "," IESS, seguro general "," Casado(a) "," No "," Superior Universitario ",""," No "," Mestizo "," Si ","","","",38,""," Empleado de gobierno ","Con nombramiento ",24," Uno ",36," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"745","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Técnicos y profesionales de nivel medio","O .Administración pública, defensa y seguridad social","Superior","40-64",745,745
"7591"," Urbana ",1," Hombre ",40," Jefe "," Ninguno "," Casado(a) "," No "," Superior Universitario ",""," No "," Mestizo "," Si ","","","",38,""," Cuenta Propia ","",2," Uno ",36," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"650","","Empleo Adecuado/Pleno","Población con empleo","","Sector Informal","Trabajad. de los servicios y comerciantes","J. Información y comunicación","Superior","40-64",650,650
"7592"," Urbana ",1," Mujer ",24," Jefe "," IESS, seguro general "," Soltero(a) "," No "," Superior Universitario ",""," Si "," Mestizo "," Si ","","","",38,""," Empleado de gobierno "," Con contrato temporal, ocasional o eventual",1," Uno ",36," IESS General ",NA,NA,500,NA," No ",NA," No ",NA,"926","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Profesionales científicos e intelectuales","O .Administración pública, defensa y seguridad social","Superior","18-24",926,1426
"7593"," Urbana ",1," Hombre ",41," Jefe "," Ninguno "," Unión libre "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",49,""," Empleado privado "," Con contrato temporal, ocasional o eventual",8," Uno ",47," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"1000","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Trabajadores no calificados, ocupaciones elementales","B. Explotación de minas y canteras","Educación Básica","40-64",1000,1000
"7594"," Urbana ",1," Mujer ",57," Jefe "," IESS, seguro general voluntario "," Viudo(a) "," No "," Superior Universitario ",""," No "," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Rentista ","","",NA,"",NA," IESS Voluntario ",300,NA,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Superior","40-64",NA,300
"7595"," Urbana ",1," Hombre ",54," Jefe "," IESS, seguro general "," Casado(a) "," No "," Primaria "," Si ",""," Mestizo "," Si ","","","",38,""," Empleado de gobierno ","Con nombramiento ",15," Uno ",36," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"790","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Profesionales científicos e intelectuales","O .Administración pública, defensa y seguridad social","Educación Básica","40-64",790,790
"7596"," Urbana ",1," Hombre ",55," Jefe "," ISSFA, ISSPOL "," Casado(a) "," No "," Superior Universitario ",""," No "," Mestizo "," No "," No realizó ninguna actividad ","","",NA," Jubilado pensión ","","",NA,"",NA," No aporta ",NA,1000,NA,NA," No ",NA," No ",NA,"","","Población Económicamente Inactiva","","","","","","Superior","40-64",NA,1000
"7597"," Urbana ",1," Hombre ",30," Jefe "," Ninguno "," Soltero(a) "," No "," Superior no universitario ",""," Si "," Mestizo "," No "," No realizó ninguna actividad ","","",NA,""," Empleado privado ","",NA,"",NA," No aporta ",NA,NA,200,NA," No ",NA," No ",NA,""," Terminación de contrato ","Desempleo abierto","","Población con desempleo","","","","Superior","25-39",NA,200
"7598"," Urbana ",1," Hombre ",33," Jefe "," IESS, seguro general "," Casado(a) "," Si "," Superior Universitario ",""," No "," Mestizo "," Si ","","","",38,""," Empleado de gobierno ","Con nombramiento ",13," Uno ",36," IESS General ",NA,NA,200,NA," No ",NA," No ",NA,"570","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Empleados de oficina","O .Administración pública, defensa y seguridad social","Superior","25-39",570,770
"7599"," Urbana ",1," Hombre ",37," Jefe "," IESS, seguro general "," Unión libre "," No "," Superior Universitario ",""," Si "," Mestizo "," Si ","","","",38,""," Empleado de gobierno ","Con nombramiento ",57," Uno ",36," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"753","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Profesionales científicos e intelectuales","O .Administración pública, defensa y seguridad social","Superior","25-39",753,753
"7600"," Urbana ",1," Hombre ",61," Jefe "," IESS, seguro general "," Casado(a) "," No "," Superior Universitario ",""," Si "," Mestizo "," Si ","","","",38,""," Patrono ","",21," Uno ",36," IESS General ",NA,NA,NA,NA," No ",NA," No ",NA,"3000","","Empleo Adecuado/Pleno","Población con empleo","","Sector Formal","Personal direct./admin. pública y empresas","F. Construcción","Superior","40-64",3000,3000
"7601"," Urbana ",1," Hombre ",56," Jefe "," Ninguno "," Casado(a) "," No "," Secundaria ","",""," Mestizo "," No "," No realizó ninguna actividad "," Enfermedad accidente "," No ",38,""," Jornalero o peón "," Por jornal",25," Uno ",36," No aporta ",NA,NA,NA,NA," No ",NA," No ",NA,"380","","Otro empleo no pleno","Población con empleo","","Sector Formal","Operadores de instalac. máquinas y montad.","B. Explotación de minas y canteras","Educación Media/Bachillerato","40-64",380,380
